task_id,employee_id,date,task_description,estimated_duration,actual_duration,priority,deadline_days,mood,workload,project,dept,breaks,interruptions,remote_work,manager_id,team_size,completed,status,notes,tools_used
254,EMP24,09/24/2025,Code feature,"3,9","4,4",High,1,Focused,1,App QA Cycle,Sales,2,5,0%,MGR362,13,Yes,Delayed,Customer issue,"VSCode, GitHub"
255,EMP158,09/23/2025,Write report,"2,3","2,8",High,5,Happy,4,Client Dashboard,Sales,1,4,100%,MGR382,5,No,Done,Revision requested,"VSCode, GitHub"
256,EMP125,09/26/2025,Team meeting,"2,7",3,High,5,Focused,3,Client Dashboard,QA,2,3,0%,MGR388,12,No,Ongoing,UI feedback pending,"Figma, Power BI"
257,EMP126,09/30/2025,Code feature,"3,6","3,5",Medium,4,Calm,9,App QA Cycle,IT,0,2,25%,MGR418,2,No,Delayed,Revision requested,Google Docs
258,EMP54,09/29/2025,Code feature,"1,9","1,8",Medium,2,Happy,2,App QA Cycle,HR,0,4,25%,MGR313,6,No,Ongoing,Audit scheduled,Google Docs
259,EMP30,10/14/2025,Write report,"1,8",2,High,7,Focused,9,CRM Update,QA,0,2,50%,MGR303,5,Yes,Ongoing,Code reviewed twice,"Figma, Power BI"
260,EMP142,10/16/2025,Code feature,"1,5","1,5",Low,5,Calm,7,CRM Update,Sales,1,2,75%,MGR419,10,No,Delayed,Ready for submission,"Zoom, Slack"
261,EMP151,10/15/2025,Bug fixing,"2,2",2,Medium,1,Tired,6,CRM Update,HR,1,3,0%,MGR356,13,Yes,Done,Ready for submission,Google Docs
262,EMP169,10/05/2025,Design dashboard,"3,1","2,9",Medium,3,Calm,4,All-Hands Sync,IT,1,4,25%,MGR427,10,No,Delayed,Customer issue,"Figma, Power BI"
263,EMP184,10/10/2025,Bug fixing,"1,3","1,2",Medium,2,Happy,3,CRM Update,Sales,1,1,100%,MGR315,10,Yes,Done,Needed extra research,"Word, Excel"
264,EMP125,09/21/2025,Design dashboard,4,"4,1",High,1,Calm,1,CRM Update,Sales,1,2,0%,MGR423,12,No,Done,Needed extra research,Google Docs
265,EMP161,09/30/2025,Write report,"1,8","1,9",High,5,Happy,9,All-Hands Sync,Analytics,2,5,75%,MGR345,3,Yes,Ongoing,Good team engagement,"VSCode, GitHub"
266,EMP69,10/06/2025,Write proposal,"3,6","3,6",Medium,7,Happy,5,App QA Cycle,Analytics,1,3,75%,MGR362,13,Yes,Delayed,Code reviewed twice,"Figma, Power BI"
267,EMP186,10/11/2025,Write report,"3,5","3,5",High,4,Tired,7,New Project RFP,QA,0,5,0%,MGR343,3,No,Delayed,UI feedback pending,Google Docs
268,EMP44,10/15/2025,Write proposal,"3,1",3,High,2,Calm,10,App QA Cycle,HR,0,0,50%,MGR308,4,No,Done,Blocked by dependencies,Google Docs
269,EMP56,10/11/2025,Design dashboard,"1,9","1,8",Medium,1,Happy,3,New Project RFP,IT,2,3,100%,MGR384,8,Yes,Ongoing,Code reviewed twice,Google Docs
270,EMP108,09/18/2025,Write report,"2,3","2,4",Medium,2,Stressed,6,New Project RFP,Sales,2,3,50%,MGR307,12,No,Delayed,Customer issue,"VSCode, GitHub"
271,EMP111,10/04/2025,Bug fixing,"3,6","4,1",Medium,2,Focused,7,Q4 Review Report,Sales,1,1,0%,MGR321,6,Yes,Delayed,Good team engagement,"Figma, Power BI"
272,EMP119,09/27/2025,Team meeting,"1,2","1,1",High,1,Stressed,5,App QA Cycle,HR,1,0,25%,MGR322,4,No,Delayed,Revision requested,Google Docs
273,EMP151,09/30/2025,Write report,"2,5",3,High,1,Happy,9,Q4 Review Report,Sales,2,2,75%,MGR303,6,No,Delayed,Code reviewed twice,"Figma, Power BI"
274,EMP163,10/15/2025,Code feature,"1,6","1,4",Low,5,Calm,7,CRM Update,IT,1,2,50%,MGR426,4,Yes,Done,Follow up required,"Zoom, Slack"
275,EMP127,09/26/2025,Bug fixing,"3,4","3,7",High,3,Happy,4,Client Dashboard,QA,2,4,25%,MGR417,3,Yes,Delayed,Needed extra research,"JIRA, PyCharm"
276,EMP105,10/13/2025,Write proposal,"3,7","3,6",Medium,7,Happy,8,All-Hands Sync,QA,2,4,25%,MGR376,7,Yes,Delayed,UI feedback pending,"VSCode, GitHub"
277,EMP121,10/17/2025,Team meeting,"2,1","2,2",Medium,6,Tired,10,CRM Update,HR,1,2,75%,MGR393,3,Yes,Ongoing,Revision requested,"VSCode, GitHub"
278,EMP194,10/11/2025,Write proposal,"2,3","2,2",High,6,Tired,4,App QA Cycle,HR,2,0,75%,MGR427,4,No,Done,Ready for submission,"Figma, Power BI"
279,EMP59,10/09/2025,Bug fixing,"1,1","1,1",Medium,1,Tired,10,App QA Cycle,Sales,1,4,100%,MGR407,10,Yes,Delayed,Revision requested,Google Docs
280,EMP183,10/16/2025,Write report,"1,5","1,3",High,7,Calm,6,CRM Update,Sales,0,4,75%,MGR384,14,No,Done,Needed extra research,"Word, Excel"
281,EMP86,09/24/2025,Write proposal,"1,9",2,Low,5,Focused,10,Client Dashboard,Sales,0,3,50%,MGR400,9,Yes,Delayed,Needed extra research,"JIRA, PyCharm"
282,EMP46,09/26/2025,Bug fixing,"3,6","3,6",High,1,Calm,6,All-Hands Sync,HR,1,1,100%,MGR423,7,No,Done,Customer issue,"Figma, Power BI"
283,EMP198,10/01/2025,Team meeting,"1,1",1,High,3,Stressed,2,Q4 Review Report,HR,2,0,25%,MGR362,10,Yes,Ongoing,Good team engagement,"Zoom, Slack"
284,EMP163,09/30/2025,Bug fixing,"1,9","2,1",High,7,Tired,3,CRM Update,QA,1,0,100%,MGR350,9,No,Delayed,Needed extra research,"Figma, Power BI"
285,EMP74,09/23/2025,Team meeting,"1,4","1,4",Low,7,Stressed,10,Q4 Review Report,Sales,0,2,50%,MGR350,9,Yes,Delayed,Customer issue,Google Docs
286,EMP183,09/27/2025,Write proposal,"3,5","3,8",Medium,5,Tired,10,Q4 Review Report,HR,1,3,100%,MGR344,15,No,Ongoing,Audit scheduled,"Word, Excel"
287,EMP192,09/21/2025,Team meeting,"1,6","2,1",High,2,Happy,2,CRM Update,HR,2,1,100%,MGR399,8,Yes,Ongoing,Follow up required,"JIRA, PyCharm"
288,EMP67,10/02/2025,Design dashboard,"2,4","2,2",Low,6,Calm,9,CRM Update,QA,1,1,25%,MGR380,15,No,Ongoing,Needed extra research,"Zoom, Slack"
289,EMP22,10/02/2025,Code feature,"1,2","1,5",High,7,Tired,9,New Project RFP,QA,1,5,75%,MGR406,13,No,Delayed,Good team engagement,"Word, Excel"
290,EMP164,09/17/2025,Code feature,"2,2","2,4",Medium,1,Happy,4,New Project RFP,HR,0,3,100%,MGR426,10,Yes,Ongoing,Code reviewed twice,"Zoom, Slack"
291,EMP159,10/13/2025,Team meeting,"2,9","3,2",Low,7,Stressed,8,New Project RFP,IT,1,0,25%,MGR376,15,Yes,Delayed,Ready for submission,"Zoom, Slack"
292,EMP42,10/01/2025,Write report,"1,4","1,5",High,2,Focused,6,Client Dashboard,Sales,2,3,25%,MGR335,14,Yes,Done,Needed extra research,Google Docs
293,EMP109,10/04/2025,Team meeting,"2,5","2,3",Low,5,Calm,6,Client Dashboard,HR,1,4,50%,MGR324,4,No,Done,Ready for submission,"Figma, Power BI"
294,EMP52,10/09/2025,Code feature,"1,1",1,High,2,Happy,4,Client Dashboard,QA,1,1,100%,MGR368,12,No,Delayed,Customer issue,"Word, Excel"
295,EMP182,10/12/2025,Write report,"2,3","2,4",Medium,5,Happy,6,App QA Cycle,QA,1,4,0%,MGR323,13,No,Ongoing,UI feedback pending,"Word, Excel"
296,EMP156,09/29/2025,Code feature,"1,2","1,7",Medium,7,Calm,8,All-Hands Sync,HR,1,2,100%,MGR333,11,No,Delayed,Needed extra research,"Word, Excel"
297,EMP45,10/07/2025,Bug fixing,"1,6","1,4",High,1,Calm,8,App QA Cycle,Analytics,1,1,25%,MGR377,4,No,Done,UI feedback pending,"Zoom, Slack"
298,EMP41,09/28/2025,Design dashboard,"3,5","3,5",Low,2,Stressed,7,Client Dashboard,HR,2,5,25%,MGR409,12,Yes,Ongoing,Code reviewed twice,"Word, Excel"
299,EMP74,10/02/2025,Write report,"3,1","3,1",High,5,Calm,9,Client Dashboard,QA,0,0,50%,MGR330,15,No,Ongoing,Good team engagement,"JIRA, PyCharm"
300,EMP38,09/24/2025,Bug fixing,"1,5","1,5",High,6,Stressed,2,All-Hands Sync,HR,1,1,75%,MGR334,12,Yes,Done,Revision requested,Google Docs
301,EMP22,10/06/2025,Design dashboard,"2,3","2,1",High,4,Happy,4,Client Dashboard,IT,1,4,75%,MGR355,3,Yes,Done,Code reviewed twice,Google Docs
302,EMP118,09/28/2025,Bug fixing,"1,3","1,3",Medium,7,Calm,4,All-Hands Sync,Analytics,0,4,100%,MGR372,14,Yes,Ongoing,Ready for submission,"VSCode, GitHub"
303,EMP152,10/06/2025,Write proposal,3,"3,5",High,6,Tired,5,Client Dashboard,Analytics,0,3,75%,MGR328,5,No,Ongoing,Audit scheduled,"Word, Excel"
304,EMP155,10/15/2025,Write report,"2,9","3,4",Medium,3,Calm,7,New Project RFP,QA,1,4,25%,MGR420,14,Yes,Done,Audit scheduled,"Word, Excel"
305,EMP23,09/25/2025,Code feature,"3,2","3,1",High,1,Tired,9,All-Hands Sync,Sales,1,3,75%,MGR321,12,Yes,Delayed,Code reviewed twice,"Zoom, Slack"
306,EMP40,10/03/2025,Code feature,"2,3","2,8",High,5,Happy,7,New Project RFP,Analytics,1,5,75%,MGR361,2,Yes,Done,Follow up required,"Word, Excel"
307,EMP136,10/06/2025,Write proposal,"2,3","2,6",High,3,Calm,2,Q4 Review Report,IT,2,0,25%,MGR427,7,No,Done,UI feedback pending,"VSCode, GitHub"
308,EMP88,10/10/2025,Write report,"2,7","2,9",High,3,Tired,5,New Project RFP,Analytics,1,5,100%,MGR319,9,No,Ongoing,UI feedback pending,"Word, Excel"
309,EMP147,10/14/2025,Write proposal,"3,3","3,3",High,3,Calm,5,Q4 Review Report,Sales,2,5,0%,MGR358,13,Yes,Done,Needed extra research,"VSCode, GitHub"
310,EMP31,10/02/2025,Team meeting,2,"2,3",Medium,2,Calm,1,New Project RFP,QA,0,2,25%,MGR406,13,No,Delayed,Code reviewed twice,Google Docs
311,EMP115,09/20/2025,Write proposal,"1,1","1,1",Low,1,Calm,4,New Project RFP,Analytics,1,0,75%,MGR372,14,No,Delayed,Code reviewed twice,Google Docs
312,EMP136,09/17/2025,Team meeting,"1,9","1,7",High,3,Focused,5,Client Dashboard,Sales,0,3,50%,MGR426,14,Yes,Ongoing,Revision requested,"VSCode, GitHub"
313,EMP58,09/17/2025,Bug fixing,"3,1","3,4",High,2,Focused,6,Client Dashboard,Analytics,1,0,75%,MGR378,3,Yes,Ongoing,Blocked by dependencies,"JIRA, PyCharm"
314,EMP145,10/17/2025,Write report,"1,1","1,2",High,6,Happy,2,Q4 Review Report,IT,2,3,50%,MGR417,13,Yes,Ongoing,Code reviewed twice,Google Docs
315,EMP54,10/07/2025,Bug fixing,"2,5","2,4",High,5,Focused,1,App QA Cycle,IT,0,2,50%,MGR380,14,No,Ongoing,UI feedback pending,"Zoom, Slack"
316,EMP135,09/25/2025,Code feature,2,"1,8",High,2,Calm,10,Q4 Review Report,IT,0,1,75%,MGR419,7,No,Done,Revision requested,"Zoom, Slack"
317,EMP73,10/01/2025,Team meeting,"2,3","2,2",Medium,3,Stressed,2,CRM Update,HR,2,5,100%,MGR310,5,No,Done,Code reviewed twice,"Figma, Power BI"
318,EMP83,10/17/2025,Team meeting,"1,1",1,Medium,5,Stressed,5,All-Hands Sync,IT,0,3,75%,MGR363,3,No,Done,Good team engagement,"Word, Excel"
319,EMP23,09/18/2025,Code feature,"2,9",3,High,2,Tired,6,Client Dashboard,Analytics,2,4,50%,MGR319,2,Yes,Done,Customer issue,"VSCode, GitHub"
320,EMP43,10/15/2025,Team meeting,"1,8","1,9",High,1,Tired,1,CRM Update,Sales,1,5,75%,MGR427,2,No,Ongoing,Follow up required,"VSCode, GitHub"
321,EMP110,09/23/2025,Code feature,"2,9",3,Medium,3,Tired,3,Q4 Review Report,Sales,2,4,25%,MGR375,9,No,Ongoing,Customer issue,"Word, Excel"
322,EMP42,09/25/2025,Bug fixing,"2,5",3,High,4,Calm,9,CRM Update,Sales,0,3,50%,MGR422,10,No,Delayed,Audit scheduled,Google Docs
323,EMP102,09/29/2025,Team meeting,"3,1",3,High,1,Happy,10,CRM Update,Analytics,1,0,75%,MGR391,14,Yes,Done,Code reviewed twice,"VSCode, GitHub"
324,EMP188,09/24/2025,Team meeting,"3,8","4,1",Low,7,Stressed,4,New Project RFP,QA,1,1,25%,MGR360,11,No,Ongoing,UI feedback pending,Google Docs
325,EMP27,10/09/2025,Design dashboard,"2,8",3,Medium,5,Focused,3,New Project RFP,IT,1,4,50%,MGR344,9,Yes,Done,Needed extra research,"VSCode, GitHub"
326,EMP174,09/24/2025,Write report,"3,4","3,7",Low,4,Stressed,6,New Project RFP,IT,0,2,25%,MGR382,2,Yes,Done,Audit scheduled,"Figma, Power BI"
327,EMP56,10/11/2025,Write report,"2,2","2,5",Low,7,Happy,2,All-Hands Sync,QA,2,0,50%,MGR377,7,Yes,Done,Follow up required,"Figma, Power BI"
328,EMP144,10/07/2025,Team meeting,"1,4","1,9",High,6,Focused,10,All-Hands Sync,IT,2,4,25%,MGR396,6,No,Done,Good team engagement,"Figma, Power BI"
329,EMP20,10/17/2025,Design dashboard,"2,6","3,1",Low,4,Focused,1,CRM Update,Sales,1,4,25%,MGR326,9,Yes,Delayed,Code reviewed twice,"VSCode, GitHub"
330,EMP108,09/27/2025,Code feature,"2,9","2,9",Low,1,Happy,8,Q4 Review Report,HR,0,1,0%,MGR389,6,Yes,Ongoing,Needed extra research,"Word, Excel"
331,EMP118,10/01/2025,Design dashboard,"3,9",4,Medium,2,Tired,8,App QA Cycle,HR,2,3,0%,MGR422,14,Yes,Done,Customer issue,"Word, Excel"
332,EMP28,09/26/2025,Write report,"1,6","2,1",Medium,3,Stressed,2,All-Hands Sync,IT,1,1,0%,MGR323,7,No,Ongoing,Needed extra research,"JIRA, PyCharm"
333,EMP187,09/22/2025,Write proposal,"1,2","1,1",Medium,2,Stressed,2,All-Hands Sync,IT,0,3,100%,MGR367,12,No,Delayed,Blocked by dependencies,"Word, Excel"
334,EMP32,09/29/2025,Write proposal,"2,1","2,6",Low,7,Tired,3,Q4 Review Report,HR,0,3,0%,MGR375,15,No,Done,Code reviewed twice,"Word, Excel"
335,EMP72,09/22/2025,Design dashboard,"1,3","1,5",Medium,1,Tired,2,All-Hands Sync,QA,1,3,50%,MGR323,12,No,Done,UI feedback pending,"JIRA, PyCharm"
336,EMP114,09/22/2025,Bug fixing,2,"2,1",High,3,Tired,8,All-Hands Sync,IT,1,4,0%,MGR338,14,Yes,Done,UI feedback pending,Google Docs
337,EMP125,10/11/2025,Write proposal,2,"2,1",High,5,Stressed,7,New Project RFP,QA,2,5,75%,MGR360,9,No,Done,Follow up required,"Figma, Power BI"
338,EMP28,10/03/2025,Write proposal,3,"2,8",Low,7,Focused,10,CRM Update,Analytics,1,1,25%,MGR354,14,Yes,Done,Needed extra research,"JIRA, PyCharm"
339,EMP40,10/08/2025,Bug fixing,"3,4","3,4",High,7,Calm,10,All-Hands Sync,HR,2,0,0%,MGR399,10,No,Ongoing,UI feedback pending,"Zoom, Slack"
340,EMP153,10/01/2025,Write report,"2,5","2,6",Low,5,Focused,9,App QA Cycle,Analytics,1,1,25%,MGR325,3,Yes,Delayed,Revision requested,"Zoom, Slack"
341,EMP125,09/25/2025,Bug fixing,"3,1","3,6",Low,4,Focused,10,App QA Cycle,Analytics,0,2,75%,MGR336,11,No,Done,Follow up required,"Zoom, Slack"
342,EMP196,09/24/2025,Write report,"3,8","4,1",Low,4,Happy,6,Q4 Review Report,HR,1,2,50%,MGR425,15,Yes,Done,Good team engagement,"Zoom, Slack"
343,EMP133,10/11/2025,Team meeting,"2,3","2,8",Medium,6,Tired,10,Client Dashboard,Analytics,0,3,25%,MGR404,13,No,Ongoing,UI feedback pending,"Word, Excel"
344,EMP151,10/12/2025,Code feature,"1,8","1,9",High,3,Focused,7,CRM Update,Sales,2,0,25%,MGR349,15,Yes,Done,Blocked by dependencies,"Word, Excel"
345,EMP136,09/18/2025,Team meeting,"2,3","2,5",Low,2,Happy,6,App QA Cycle,Sales,1,5,0%,MGR307,5,No,Delayed,Audit scheduled,"JIRA, PyCharm"
346,EMP65,10/17/2025,Bug fixing,4,"4,3",Low,5,Happy,6,CRM Update,HR,2,5,0%,MGR372,2,No,Done,Good team engagement,Google Docs
347,EMP74,10/14/2025,Code feature,"2,1",2,Low,2,Calm,5,Client Dashboard,QA,2,0,0%,MGR421,4,Yes,Ongoing,Needed extra research,"VSCode, GitHub"
348,EMP84,10/06/2025,Team meeting,"2,7","2,6",Low,6,Happy,7,App QA Cycle,HR,1,2,25%,MGR419,6,No,Ongoing,Code reviewed twice,"Word, Excel"
349,EMP150,10/08/2025,Team meeting,"3,8","4,3",Low,6,Focused,10,All-Hands Sync,HR,2,0,75%,MGR316,7,No,Ongoing,UI feedback pending,"Zoom, Slack"
350,EMP86,10/07/2025,Design dashboard,"1,7","1,6",Low,3,Calm,3,New Project RFP,IT,0,4,75%,MGR381,12,Yes,Ongoing,Needed extra research,"Figma, Power BI"
351,EMP147,09/26/2025,Team meeting,"3,3","3,3",Medium,4,Tired,1,New Project RFP,Sales,0,2,25%,MGR421,12,No,Ongoing,Ready for submission,"VSCode, GitHub"
352,EMP188,10/15/2025,Write proposal,"1,7","1,5",High,3,Stressed,8,CRM Update,HR,2,4,25%,MGR385,12,Yes,Done,UI feedback pending,"VSCode, GitHub"
353,EMP98,09/30/2025,Team meeting,"3,7","3,5",Medium,3,Focused,5,App QA Cycle,Analytics,1,0,100%,MGR318,9,Yes,Ongoing,Code reviewed twice,"Figma, Power BI"
354,EMP117,10/03/2025,Team meeting,"2,5","2,5",Medium,1,Calm,3,CRM Update,HR,1,4,75%,MGR336,7,Yes,Done,Customer issue,"Zoom, Slack"
355,EMP181,09/22/2025,Team meeting,2,"2,2",Low,1,Stressed,8,All-Hands Sync,IT,0,4,25%,MGR425,14,Yes,Done,Audit scheduled,"JIRA, PyCharm"
356,EMP182,09/30/2025,Bug fixing,"1,3","1,6",Medium,4,Tired,1,Q4 Review Report,Sales,0,5,50%,MGR303,7,Yes,Done,Needed extra research,"Figma, Power BI"
357,EMP83,09/24/2025,Design dashboard,1,1,Medium,3,Calm,2,App QA Cycle,Sales,2,2,25%,MGR316,15,Yes,Delayed,Ready for submission,"JIRA, PyCharm"
358,EMP153,10/06/2025,Write proposal,"3,5","3,5",Medium,4,Calm,6,App QA Cycle,HR,0,1,75%,MGR304,5,Yes,Ongoing,Good team engagement,"VSCode, GitHub"
359,EMP25,10/05/2025,Write proposal,2,"1,8",High,1,Happy,1,App QA Cycle,HR,2,4,0%,MGR312,12,Yes,Ongoing,Needed extra research,"Word, Excel"
360,EMP196,09/20/2025,Bug fixing,3,"3,3",Medium,4,Stressed,9,All-Hands Sync,QA,2,1,25%,MGR302,6,No,Ongoing,Code reviewed twice,"Figma, Power BI"
361,EMP153,09/25/2025,Write proposal,"2,7","2,6",Low,6,Calm,7,Q4 Review Report,Sales,2,4,0%,MGR372,3,Yes,Delayed,Blocked by dependencies,Google Docs
362,EMP71,10/11/2025,Team meeting,"1,2","1,7",Low,2,Happy,7,All-Hands Sync,IT,0,4,75%,MGR353,13,No,Delayed,Blocked by dependencies,"Word, Excel"
363,EMP23,10/08/2025,Write report,"1,9","1,9",High,7,Focused,8,CRM Update,Analytics,2,0,0%,MGR365,12,Yes,Delayed,Ready for submission,"Zoom, Slack"
364,EMP138,09/18/2025,Write report,"2,7","3,2",High,7,Stressed,5,All-Hands Sync,HR,1,5,0%,MGR324,15,Yes,Done,Good team engagement,"Figma, Power BI"
365,EMP185,09/22/2025,Team meeting,"3,3","3,2",Medium,4,Focused,5,Client Dashboard,Analytics,1,2,25%,MGR329,8,No,Delayed,Ready for submission,"JIRA, PyCharm"
366,EMP196,10/14/2025,Bug fixing,"3,3","3,2",Medium,6,Calm,2,CRM Update,Analytics,0,0,75%,MGR423,14,No,Done,Audit scheduled,"JIRA, PyCharm"
367,EMP111,10/06/2025,Write report,"1,3","1,4",Low,7,Calm,8,App QA Cycle,Analytics,1,3,0%,MGR316,6,No,Done,Revision requested,"Figma, Power BI"
368,EMP167,10/10/2025,Write proposal,"3,9","3,7",High,6,Happy,9,New Project RFP,Sales,0,3,25%,MGR423,7,No,Done,Revision requested,Google Docs
369,EMP33,09/17/2025,Design dashboard,"2,6","3,1",High,5,Tired,8,CRM Update,Analytics,1,2,25%,MGR384,6,Yes,Ongoing,Blocked by dependencies,Google Docs
370,EMP184,09/29/2025,Bug fixing,"3,2","3,7",High,1,Tired,8,New Project RFP,QA,0,3,75%,MGR380,3,No,Ongoing,Needed extra research,"Word, Excel"
371,EMP123,09/30/2025,Write report,"2,1","2,2",Low,5,Stressed,2,New Project RFP,Sales,2,2,100%,MGR352,12,No,Delayed,UI feedback pending,"Word, Excel"
372,EMP77,10/14/2025,Bug fixing,"3,9","3,9",Medium,5,Focused,10,App QA Cycle,HR,2,3,0%,MGR324,14,Yes,Done,UI feedback pending,"Zoom, Slack"
373,EMP182,10/17/2025,Team meeting,"3,3","3,6",Low,5,Happy,2,Q4 Review Report,IT,1,1,75%,MGR327,6,Yes,Done,Code reviewed twice,"JIRA, PyCharm"
374,EMP75,10/01/2025,Code feature,"3,6","3,4",Low,3,Stressed,7,Q4 Review Report,Sales,0,3,75%,MGR429,4,No,Done,Revision requested,"Figma, Power BI"
375,EMP32,10/04/2025,Bug fixing,"1,3","1,8",Low,4,Focused,3,Client Dashboard,Sales,0,5,25%,MGR326,8,No,Ongoing,Follow up required,"JIRA, PyCharm"
376,EMP175,10/16/2025,Design dashboard,"1,7","1,7",High,3,Tired,6,All-Hands Sync,QA,0,1,75%,MGR376,15,No,Ongoing,Revision requested,"Figma, Power BI"
377,EMP75,09/23/2025,Code feature,"3,5","3,6",Low,6,Happy,6,Client Dashboard,IT,2,5,25%,MGR428,10,No,Ongoing,Code reviewed twice,"Zoom, Slack"
378,EMP163,10/02/2025,Write proposal,"1,4","1,9",Low,6,Tired,9,All-Hands Sync,QA,0,4,0%,MGR306,8,Yes,Done,Needed extra research,"VSCode, GitHub"
379,EMP88,10/11/2025,Code feature,"1,3","1,5",Medium,6,Happy,3,Q4 Review Report,HR,0,4,0%,MGR391,15,No,Done,Audit scheduled,"Figma, Power BI"
380,EMP163,10/14/2025,Code feature,"2,7","3,2",Low,6,Focused,7,CRM Update,Sales,2,2,0%,MGR397,8,No,Ongoing,UI feedback pending,Google Docs
381,EMP33,09/17/2025,Design dashboard,"2,1","2,4",Medium,2,Focused,8,CRM Update,HR,2,4,100%,MGR350,14,Yes,Delayed,Customer issue,"VSCode, GitHub"
382,EMP194,09/19/2025,Code feature,"1,7","1,6",High,6,Focused,2,App QA Cycle,Analytics,1,2,100%,MGR367,4,Yes,Ongoing,Ready for submission,"Word, Excel"
383,EMP104,10/01/2025,Design dashboard,4,"4,3",High,1,Calm,6,New Project RFP,Analytics,2,4,50%,MGR425,14,No,Done,UI feedback pending,Google Docs
384,EMP76,10/17/2025,Code feature,"2,1","2,4",Low,1,Focused,3,App QA Cycle,Sales,2,3,0%,MGR389,5,Yes,Ongoing,UI feedback pending,"Zoom, Slack"
385,EMP112,09/26/2025,Code feature,"1,3","1,8",Low,5,Tired,9,Client Dashboard,Analytics,0,5,50%,MGR414,5,Yes,Done,UI feedback pending,"JIRA, PyCharm"
386,EMP49,09/29/2025,Team meeting,"2,1",2,Low,6,Happy,1,New Project RFP,HR,2,4,75%,MGR424,2,No,Ongoing,Blocked by dependencies,"Zoom, Slack"
387,EMP151,09/19/2025,Write report,"2,3","2,4",High,7,Focused,9,Q4 Review Report,Analytics,0,5,25%,MGR408,15,Yes,Done,Revision requested,"Figma, Power BI"
388,EMP131,10/07/2025,Write report,2,"1,8",Low,6,Calm,1,App QA Cycle,HR,0,0,0%,MGR313,4,No,Ongoing,Code reviewed twice,Google Docs
389,EMP78,10/16/2025,Team meeting,"2,5",3,Medium,4,Tired,7,App QA Cycle,HR,0,3,0%,MGR301,12,Yes,Ongoing,Audit scheduled,"Word, Excel"
390,EMP199,10/14/2025,Write report,"2,2",2,Medium,5,Stressed,5,Client Dashboard,HR,2,0,50%,MGR412,8,No,Ongoing,Needed extra research,"JIRA, PyCharm"
391,EMP60,10/04/2025,Code feature,"1,2","1,5",High,6,Tired,9,All-Hands Sync,IT,1,5,50%,MGR302,10,Yes,Done,Needed extra research,"Word, Excel"
392,EMP166,10/06/2025,Bug fixing,"3,3","3,2",Low,5,Stressed,5,CRM Update,HR,0,3,100%,MGR336,4,Yes,Done,Audit scheduled,"Zoom, Slack"
393,EMP69,09/20/2025,Code feature,"2,9","2,9",Low,7,Focused,1,New Project RFP,QA,2,4,0%,MGR374,12,Yes,Delayed,Code reviewed twice,"VSCode, GitHub"
394,EMP168,10/02/2025,Team meeting,3,"3,3",Medium,2,Calm,2,All-Hands Sync,Sales,0,1,50%,MGR424,9,No,Ongoing,Ready for submission,"Figma, Power BI"
395,EMP169,09/21/2025,Write proposal,"3,9","3,8",Low,3,Happy,7,CRM Update,Analytics,1,1,25%,MGR411,6,No,Done,UI feedback pending,"JIRA, PyCharm"
396,EMP138,10/01/2025,Team meeting,"2,4","2,4",Medium,4,Focused,2,CRM Update,Sales,0,2,25%,MGR350,6,Yes,Ongoing,Code reviewed twice,"Word, Excel"
397,EMP149,10/07/2025,Write report,"3,6","3,4",Low,5,Tired,10,CRM Update,Analytics,2,2,100%,MGR420,12,Yes,Delayed,Follow up required,"VSCode, GitHub"
398,EMP170,10/10/2025,Team meeting,"2,3","2,4",High,4,Focused,9,Q4 Review Report,QA,1,4,0%,MGR361,15,Yes,Ongoing,Good team engagement,"JIRA, PyCharm"
399,EMP60,09/22/2025,Write proposal,1,"1,5",Low,6,Calm,8,All-Hands Sync,Analytics,0,3,25%,MGR316,6,No,Done,Needed extra research,"Figma, Power BI"
400,EMP72,10/03/2025,Team meeting,"1,1","1,6",Medium,4,Tired,1,Q4 Review Report,HR,0,5,100%,MGR370,15,No,Ongoing,Revision requested,Google Docs
401,EMP64,09/29/2025,Design dashboard,"1,1","1,6",Medium,3,Focused,2,New Project RFP,HR,1,1,100%,MGR403,7,No,Delayed,Customer issue,Google Docs
402,EMP21,10/03/2025,Code feature,4,"4,5",Medium,2,Calm,2,New Project RFP,HR,0,1,25%,MGR340,7,Yes,Ongoing,Blocked by dependencies,"JIRA, PyCharm"
403,EMP104,10/10/2025,Write report,"1,8",2,Medium,6,Tired,8,CRM Update,Sales,0,5,75%,MGR305,5,Yes,Done,Audit scheduled,Google Docs
404,EMP61,09/21/2025,Design dashboard,"3,9",4,Low,1,Focused,3,Q4 Review Report,IT,1,1,100%,MGR403,11,Yes,Ongoing,Ready for submission,"Word, Excel"
405,EMP75,10/01/2025,Write proposal,"1,5","1,5",Medium,7,Tired,3,CRM Update,QA,2,1,100%,MGR346,11,No,Done,UI feedback pending,"JIRA, PyCharm"
406,EMP172,10/05/2025,Write report,"3,1",3,High,4,Tired,3,Q4 Review Report,Analytics,0,4,100%,MGR407,15,Yes,Ongoing,Code reviewed twice,"VSCode, GitHub"
407,EMP141,10/15/2025,Write proposal,4,"3,8",Low,1,Focused,9,Q4 Review Report,Analytics,1,5,25%,MGR300,14,No,Ongoing,Follow up required,"Zoom, Slack"
